SEX,Survival,pop.size,pop.size.prev,Fhat3,MatFhat3,Density
1,1,651,461,-0.0193991,-0.0420903,High
1,1,651,461,-0.0336857,-0.00298911,High
1,1,651,461,-0.0144918,-0.00298911,High
1,0,651,461,-0.0102402,0.0193951,High
1,0,651,461,0.018656,0.0204674,High
1,0,651,461,-0.00651364,0.0204674,High
1,0,651,461,-0.0437647,-0.0115608,High
1,0,651,461,0.0147903,-0.045707,High
1,0,651,461,-0.00450171,-0.0196544,High
1,1,651,461,0.0157588,0.0365382,High
1,0,651,461,-0.0237038,0.0566218,High
1,0,651,461,-0.000918347,-0.0300859,High
1,1,651,461,0.000887011,-0.00115031,High
1,0,651,461,-0.0367599,0.0444078,High
1,1,651,461,0.0150026,-0.0166915,High
1,0,651,461,0.0400535,-0.0166915,High
1,0,651,461,-0.0199272,0.0305395,High
2,0,651,461,0.0161721,0.00410781,High
1,1,651,461,-0.000163349,-0.0143185,High
1,1,651,461,0.00542396,-0.0143185,High
1,1,651,461,-0.0319793,-0.0143185,High
1,1,651,461,0.0420091,-0.0143185,High
1,1,651,461,0.0021071,0.0121915,High
1,1,651,461,-0.0516398,0.0121915,High
1,0,651,461,-0.00987498,0.044664,High
1,0,651,461,-0.00778307,0.044664,High
1,0,651,461,0.00748992,-0.00223706,High
1,1,651,461,-0.0176457,-0.0177367,High
1,1,651,461,-0.0346728,-0.0203103,High
1,1,651,461,-0.0248524,-0.0294898,High
1,0,651,461,0.0301612,-0.0294898,High
1,0,651,461,0.00428412,-0.0294898,High
1,1,651,461,-0.0194769,0.00265591,High
1,1,651,461,0.0107428,-0.0369377,High
2,1,651,461,0.00774117,0.0035052,High
1,1,651,461,-0.00482683,0.00906772,High
1,1,651,461,0.00804569,0.00906772,High
1,1,651,461,-0.0170521,0.00906772,High
1,1,651,461,-0.0175539,0.00906772,High
2,0,651,461,-0.00153608,-0.0336857,High
1,1,651,461,-0.0277784,-0.0336857,High
2,1,651,461,0.0169919,-0.00605648,High
1,1,651,461,-0.0138914,-0.00605648,High
1,1,651,461,-0.047189,-0.00605648,High
2,0,651,461,0.0011481,-0.0621841,High
1,0,651,461,-0.0229614,-0.0621841,High
1,1,651,461,0.000165758,0.0232259,High
1,1,651,461,0.00466271,0.0373364,High
1,1,651,461,-0.0241541,0.0373364,High
1,0,651,461,0.00925801,-0.0437647,High
1,0,651,461,-0.034782,-0.0437647,High
2,0,651,461,-0.0188642,-0.0437647,High
1,1,651,461,-0.00849013,-0.0437647,High
2,0,651,461,0.0273881,-0.0437647,High
1,1,651,461,-0.0325686,0.0130153,High
1,1,651,461,-0.0065419,0.0226486,High
1,0,651,461,-0.00276631,-0.0169381,High
2,0,651,461,-0.0168864,-0.0169381,High
1,1,651,461,-0.0277001,-0.0169381,High
1,1,651,461,-0.018345,-0.0367469,High
1,1,651,461,0.00427019,-0.0367469,High
2,0,651,461,0.0868171,-0.0199272,High
1,1,651,461,-0.00599403,-0.0199272,High
1,0,651,461,0.0221571,-0.0199272,High
1,1,651,461,-0.0354301,-0.0199272,High
1,1,651,461,0.00488724,0.0150971,High
1,0,651,461,-0.014721,0.0387321,High
2,1,651,461,-0.00461285,0.0387321,High
2,0,651,461,0.0831494,0.0387321,High
1,0,651,461,-0.0364564,0.0417011,High
1,1,651,461,0.00281088,-0.0237038,High
1,1,651,461,-0.0221249,-0.0237038,High
1,1,651,461,0.024546,-0.0237038,High
2,1,651,461,0.000749731,-0.0237038,High
1,0,651,461,0.0138762,-0.00875739,High
1,1,651,461,-0.0174209,-0.00875739,High
1,1,651,461,0.0186275,-0.00875739,High
1,1,651,461,-0.0165183,-0.00875739,High
1,1,651,461,-0.0175016,-0.0367599,High
1,1,651,461,-0.0116791,-0.0367599,High
1,1,651,461,-0.0168279,-0.0135042,High
1,1,651,461,-0.00452252,0.00894754,High
1,1,651,461,-0.00441283,-0.013717,High
1,1,651,461,0.0068709,-0.00651364,High
2,0,651,461,-0.0311583,-0.00651364,High
1,0,651,461,0.00367287,0.0179136,High
1,1,651,461,-0.0424486,0.00679361,High
1,0,651,461,0.0229412,0.00679361,High
1,1,651,461,-0.0327553,0.00679361,High
2,1,651,461,-0.0401788,-0.018545,High
1,1,651,461,0.000673285,-0.018545,High
1,1,651,461,-0.0346105,-0.018545,High
1,0,651,461,-0.015633,0.0188523,High
2,0,651,461,-0.0249082,-0.00285481,High
1,1,651,461,0.0448064,0.00925801,High
1,1,651,461,-0.0247222,-0.00381165,High
1,1,651,461,-0.00380645,0.00298122,High
1,0,651,461,-0.0167558,0.00298122,High
1,0,651,461,0.00627916,-0.00987498,High
1,1,651,461,-0.038692,-0.00987498,High
1,1,651,461,-0.0285054,-0.0324795,High
1,1,651,461,-0.0287033,-0.0354301,High
1,0,651,461,0.0123255,0.0464599,High
1,0,651,461,-0.0111947,0.0464599,High
2,1,651,461,1.48E-05,0.00125462,High
1,1,651,461,-0.0210904,0.00748992,High
1,1,651,461,-0.0118826,0.00748992,High
1,1,651,461,-0.0436209,-0.01564,High
1,0,651,461,0.0345806,-0.01564,High
1,0,651,461,0.0417484,0.15687,High
1,1,651,461,0.00940437,-0.000163349,High
2,0,651,461,-0.028643,-0.000163349,High
1,1,651,461,-0.00302333,-0.000163349,High
1,0,651,461,-0.0210326,-0.000163349,High
1,1,651,461,-0.00603254,-0.000918347,High
1,1,651,461,0.00290997,-0.0422779,High
1,1,651,461,0.00752459,0.0313514,High
1,1,651,461,-0.00986658,-0.0111592,High
2,0,651,461,-0.0180973,-0.0144918,High
2,1,651,461,0.0032842,-0.0144918,High
1,1,651,461,-0.0376297,0.0221571,High
2,0,651,461,0.024916,-0.0346105,High
1,1,651,461,-0.0445339,-0.0248225,High
1,0,651,461,-0.0048876,0.00367287,High
1,0,651,461,-0.0192456,0.00367287,High
2,0,651,461,-0.00805886,0.00367287,High
2,0,651,461,0.0056488,0.00367287,High
1,1,651,461,-0.0189787,0.00367287,High
1,0,651,461,0.00450369,0.00367287,High
1,1,651,461,-0.00409303,-0.0319793,High
2,0,651,461,-0.0288248,-0.0319793,High
1,0,651,461,0.00889537,-0.0319793,High
2,0,651,461,0.0171307,-0.0319793,High
2,1,651,461,-0.0345821,-0.018345,High
1,0,651,461,-0.00537301,-0.018345,High
2,0,651,461,-0.0292882,-0.018345,High
2,0,651,461,-0.0195432,0.00295905,High
1,1,651,461,0.000648107,0.00295905,High
1,1,651,461,0.0229202,-0.0238475,High
2,0,651,461,-0.0179512,0.00911993,High
2,NA,651,461,-0.0264961,0.00911993,High
1,1,651,461,-0.0187849,0.00281088,High
2,0,651,461,-0.0250492,0.00281088,High
2,1,651,461,0.0201827,0.018656,High
2,0,651,461,0.00164604,0.018656,High
1,1,651,461,0.0245727,0.018656,High
1,1,651,461,0.0160023,0.0301612,High
1,0,651,461,-0.000563655,0.0301612,High
1,0,651,461,-0.00824538,0.0301612,High
1,1,651,461,-0.0185132,-0.0325757,High
2,1,651,461,0.00107441,-0.0171053,High
1,1,651,461,-0.0052504,-0.0102402,High
1,0,651,461,-0.00606993,-0.0102402,High
1,0,651,461,0.00137348,-0.0102402,High
2,0,651,461,-0.0392612,-0.0130947,High
1,0,651,461,0.0116039,0.0138762,High
2,0,651,461,-0.00752553,-0.00482683,High
1,0,651,461,0.0128216,-0.0277784,High
2,0,651,461,-0.0564667,-0.0142433,High
1,0,651,461,-0.028546,-0.0142433,High
2,0,651,461,0.00724815,0.024546,High
1,0,651,461,0.00526613,0.024546,High
1,0,651,461,-0.0127528,0.032202,High
1,1,651,461,0.0203467,0.0147903,High
2,0,651,461,0.0320424,0.0446708,High
2,0,651,461,0.00977045,-0.0065419,High
1,1,651,461,-0.0013815,-0.0065419,High
2,0,651,461,-0.021736,-0.0175539,High
1,0,651,461,0.00245061,-0.0175539,High
2,0,651,461,0.0577862,-0.00849013,High
2,0,651,461,0.0470587,-0.0175016,High
2,1,651,461,0.0235147,-0.00380645,High
2,0,651,461,-0.0176197,-0.0424486,High
1,0,651,461,-0.0566898,-0.0424486,High
2,0,651,461,0.0302241,0.00428412,High
1,1,651,461,-0.0100964,0.00428412,High
1,1,651,461,0.0226585,-0.0325686,High
1,0,651,461,-0.0277407,-0.0192456,High
1,0,651,461,0.0125328,-0.0192456,High
1,0,651,461,0.00748655,-0.0185132,High
1,1,651,461,-0.00909043,-0.0168279,High
1,1,651,461,0.0297578,-0.0168279,High
2,1,651,461,0.0584204,-0.047189,High
1,1,651,461,-0.0246134,-0.047189,High
1,1,651,461,-0.0435211,-0.047189,High
2,0,651,461,-0.0318031,-0.0221249,High
1,0,651,461,0.0294809,-0.0221249,High
1,1,651,461,-0.024283,-0.0346728,High
1,1,651,461,0.0173532,-0.0346728,High
2,0,651,461,-0.0107813,0.00427019,High
2,0,651,461,0.0215594,0.00427019,High
2,0,651,461,0.00778281,0.00427019,High
2,1,651,461,-0.03166,-0.016482,High
2,0,651,461,-0.0229777,-0.00778307,High
1,1,651,461,-0.0149832,0.00488724,High
1,0,651,461,0.285053,0.00466271,High
2,0,651,461,-0.00465206,0.00940437,High
2,1,651,461,-0.0192197,0.00940437,High
1,0,651,461,0.00291497,-0.00409303,High
2,0,651,461,-0.0405543,-0.00409303,High
2,1,651,461,-0.0281997,-0.0285054,High
1,1,651,461,-0.0179709,-0.0285054,High
1,1,651,461,0.0136922,-0.0285054,High
1,1,651,461,0.00326406,0.024892,High
1,0,651,461,0.0189131,-0.0285919,High
1,0,651,461,0.000857493,-0.0285919,High
2,1,651,461,-0.0150557,-0.0181959,High
2,0,651,461,0.017159,0.00377049,High
1,1,651,461,0.0227103,0.00476062,High
2,0,651,461,-0.0546035,0.00476062,High
1,1,651,461,-0.0388923,-0.0351052,High
1,1,651,461,-0.00679169,-0.0351052,High
2,0,651,461,-0.00216314,-0.0351052,High
2,0,651,461,0.0347693,-0.0134816,High
1,0,651,461,-0.02276,-0.0138914,High
2,0,651,461,0.0285972,-0.0176457,High
1,1,651,461,0.0213644,-0.0176457,High
1,0,651,461,-0.0274703,-0.0248524,High
1,1,651,461,-0.00465321,-0.0435211,High
2,0,651,461,-0.022909,-0.0435211,High
1,0,651,461,0.0106953,-0.0364564,High
2,0,651,461,0.029594,-0.0364564,High
2,0,651,461,-0.0272951,-0.00537301,High
2,1,651,461,0.00533199,-0.00537301,High
2,1,651,461,-0.03209,-0.00537301,High
1,1,651,461,-0.013562,-0.00606993,High
2,0,651,461,-0.000529974,0.00889537,High
1,1,651,461,0.0113288,0.0290555,High
2,0,651,461,0.00308142,0.0290555,High
2,1,651,461,-0.0260539,-0.00441283,High
2,0,651,461,-0.0115194,-0.00441283,High
1,1,651,461,-0.0132288,-0.00743591,High
2,0,651,461,0.00586525,-0.00176468,High
1,1,651,461,-0.00288433,-0.0221407,High
1,1,651,461,-0.0149622,-0.0221407,High
1,1,651,461,-0.000153505,-0.0221407,High
1,1,651,461,0.0628082,-0.0221407,High
1,1,651,461,-0.0125899,0.0256569,High
1,1,651,461,-0.00223139,-0.0144068,High
1,0,651,461,0.120922,0.000164651,High
2,0,651,461,0.0579288,-0.00416511,High
2,1,651,461,-0.0023809,-0.00719734,High
2,0,651,461,-0.00825803,-0.00719734,High
1,1,651,461,0.00344078,0.00804569,High
2,0,651,461,-0.012825,-0.00452252,High
1,1,651,461,0.00883565,0.00542396,High
2,1,651,461,-0.021513,-0.0445339,High
1,0,651,461,0.00624672,-0.0189787,High
2,0,651,461,0.0263929,-0.0189787,High
1,0,651,461,-0.00509534,0.000673285,High
1,1,651,461,-0.0119274,0.0229202,High
1,1,651,461,0.0299821,-0.0174209,High
1,0,651,461,0.0400658,-0.0100964,High
1,0,651,461,0.0148462,-0.0194769,High
1,1,651,461,-0.0139712,-0.0185378,High
1,1,651,461,-0.0251947,-0.0170521,High
2,1,651,461,0.0108643,-0.0187849,High
1,0,651,461,0.00911439,0.00450369,High
1,0,651,461,-0.0201187,0.0417484,High
2,0,651,461,0.0225576,-0.00302333,High
1,0,651,461,0.0510334,-0.0388923,High
2,0,651,461,-0.0054501,0.0628082,High
2,0,651,461,-0.00667089,-0.0329637,High
1,0,651,461,-0.0226944,-0.0194912,High
1,1,651,461,-0.0153659,0.00326406,High
1,1,651,461,-0.0206345,0.0173532,High
2,0,651,461,-0.0153906,-0.0377494,High
2,1,651,461,0.00111864,-0.0277279,High
2,0,651,461,-0.0126385,-0.0267033,High
1,0,671,494,0.0191145,-0.0149599,High
1,0,671,494,-0.0325757,-0.00476325,High
1,1,671,494,-0.0185378,-0.0213329,High
2,1,671,494,-0.0353495,-0.0214404,High
1,0,671,494,-0.0422779,-0.00910843,High
1,0,671,494,0.00298122,-0.00112828,High
1,0,671,494,-0.0171053,-0.0679467,High
1,0,671,494,-0.0144918,-0.00298911,High
1,1,671,494,0.0150026,-0.0166915,High
1,1,671,494,0.00542396,-0.0143185,High
1,1,671,494,0.0420091,-0.0143185,High
1,1,671,494,-0.0516398,0.0121915,High
1,0,671,494,0.0021071,0.0121915,High
1,1,671,494,-0.0346728,-0.0203103,High
1,1,671,494,-0.0248524,-0.0294898,High
1,0,671,494,-0.0194769,0.00265591,High
1,1,671,494,0.0107428,-0.0369377,High
1,0,671,494,-0.0170521,0.00906772,High
1,0,671,494,-0.0175539,0.00906772,High
1,1,671,494,0.00804569,0.00906772,High
1,1,671,494,-0.0277784,-0.0336857,High
1,1,671,494,-0.0138914,-0.00605648,High
1,0,671,494,-0.047189,-0.00605648,High
2,0,671,494,0.0169919,-0.00605648,High
1,0,671,494,0.000165758,0.0232259,High
1,1,671,494,-0.0241541,0.0373364,High
1,0,671,494,-0.00849013,-0.0437647,High
1,0,671,494,-0.0325686,0.0130153,High
1,0,671,494,-0.0277001,-0.0169381,High
1,1,671,494,0.00427019,-0.0367469,High
1,0,671,494,-0.018345,-0.0367469,High
1,0,671,494,-0.00599403,-0.0199272,High
1,0,671,494,-0.0354301,-0.0199272,High
1,1,671,494,0.00488724,0.0150971,High
1,0,671,494,0.00281088,-0.0237038,High
2,1,671,494,0.000749731,-0.0237038,High
1,0,671,494,0.024546,-0.0237038,High
1,0,671,494,-0.0221249,-0.0237038,High
1,1,671,494,0.0186275,-0.00875739,High
2,0,671,494,-0.00824187,-0.00875739,High
1,1,671,494,-0.0174209,-0.00875739,High
1,1,671,494,-0.0196283,-0.00875739,High
1,1,671,494,-0.0165183,-0.00875739,High
1,0,671,494,-0.0175016,-0.0367599,High
1,0,671,494,-0.0116791,-0.0367599,High
1,0,671,494,-0.0168279,-0.0135042,High
1,1,671,494,-0.00452252,0.00894754,High
1,0,671,494,-0.00441283,-0.013717,High
1,1,671,494,0.0068709,-0.00651364,High
1,0,671,494,-0.0327553,0.00679361,High
1,1,671,494,-0.0424486,0.00679361,High
2,0,671,494,-0.0401788,-0.018545,High
1,1,671,494,0.000673285,-0.018545,High
1,0,671,494,-0.0346105,-0.018545,High
1,0,671,494,0.0448064,0.00925801,High
1,1,671,494,-0.0247222,-0.00381165,High
1,1,671,494,-0.00380645,0.00298122,High
1,1,671,494,-0.038692,-0.00987498,High
1,0,671,494,-0.0285054,-0.0324795,High
2,0,671,494,-0.0414196,-0.0354301,High
1,1,671,494,0.00738478,-0.0354301,High
1,0,671,494,0.000770362,-0.0354301,High
1,1,671,494,-0.0287033,-0.0354301,High
2,0,671,494,1.48E-05,0.00125462,High
1,1,671,494,-0.0118826,0.00748992,High
1,1,671,494,-0.0210904,0.00748992,High
1,1,671,494,0.0155828,0.0257699,High
1,1,671,494,-0.0436209,-0.01564,High
1,1,671,494,-0.0146964,-0.000163349,High
1,1,671,494,0.00940437,-0.000163349,High
1,1,671,494,-0.00302333,-0.000163349,High
1,1,671,494,-0.00603254,-0.000918347,High
2,0,671,494,0.0218863,-0.0422779,High
2,0,671,494,-0.0102375,-0.0422779,High
1,1,671,494,0.00290997,-0.0422779,High
1,1,671,494,-0.0277583,-0.0284205,High
1,1,671,494,0.00564231,0.0313514,High
2,0,671,494,0.0111019,0.0313514,High
2,0,671,494,-0.000164595,0.0313514,High
1,1,671,494,-0.0346903,0.0313514,High
1,1,671,494,0.00752459,0.0313514,High
1,1,671,494,-0.00986658,-0.0111592,High
2,1,671,494,-0.00430946,-0.0144918,High
2,0,671,494,-0.0202917,-0.0144918,High
2,0,671,494,-0.00595017,-0.0144918,High
2,0,671,494,-0.0343197,-0.0144918,High
1,NA,671,494,-0.0376297,0.0221571,High
1,0,671,494,-0.00920635,-0.0346105,High
1,1,671,494,-0.0445339,-0.0248225,High
1,1,671,494,-0.0189787,0.00367287,High
1,1,671,494,-0.00755827,-0.0319793,High
1,0,671,494,-0.00409303,-0.0319793,High
1,0,671,494,-0.00647157,-0.018345,High
2,0,671,494,-0.0240591,-0.018345,High
2,1,671,494,-0.0345821,-0.018345,High
1,1,671,494,-0.0242552,-0.018345,High
1,0,671,494,0.0229202,-0.0238475,High
1,1,671,494,-0.0187849,0.00281088,High
1,0,671,494,0.0245727,0.018656,High
1,0,671,494,0.0160023,0.0301612,High
1,0,671,494,-0.00357385,-0.0325757,High
2,0,671,494,-0.0107336,-0.0325757,High
1,0,671,494,0.00298005,-0.0325757,High
1,1,671,494,-0.0334529,-0.0325757,High
1,1,671,494,-0.0052504,-0.0102402,High
2,1,671,494,-0.00732359,-0.0277784,High
1,1,671,494,-0.014115,0.024546,High
2,1,671,494,-0.0186167,0.024546,High
1,0,671,494,-0.00950089,0.024546,High
1,0,671,494,0.0203467,0.0147903,High
1,1,671,494,-0.0013815,-0.0065419,High
1,1,671,494,0.00509015,-0.0065419,High
1,0,671,494,0.00631799,-0.0175539,High
1,0,671,494,-0.0323743,-0.0175539,High
1,0,671,494,-0.0163334,-0.0175539,High
1,1,671,494,-0.023028,-0.0175539,High
1,0,671,494,0.00834198,-0.00849013,High
2,0,671,494,0.00459668,-0.00849013,High
2,0,671,494,-0.0190081,-0.0175016,High
2,0,671,494,-0.02774,-0.0175016,High
2,0,671,494,0.0235147,-0.00380645,High
2,1,671,494,-0.00344631,-0.00380645,High
1,1,671,494,0.00654027,-0.0424486,High
2,0,671,494,-0.00530345,-0.0424486,High
2,1,671,494,0.00392324,-0.0424486,High
1,0,671,494,-0.0100964,0.00428412,High
1,0,671,494,0.0226585,-0.0325686,High
1,1,671,494,-0.041785,-0.0185132,High
1,0,671,494,-0.00909043,-0.0168279,High
1,1,671,494,0.0297578,-0.0168279,High
1,1,671,494,-0.0246134,-0.047189,High
1,0,671,494,-0.0435211,-0.047189,High
2,0,671,494,-0.0367151,-0.047189,High
2,1,671,494,0.0584204,-0.047189,High
2,1,671,494,-0.0158224,-0.0221249,High
2,0,671,494,-0.0171526,-0.0221249,High
2,1,671,494,-0.0131294,-0.0346728,High
1,1,671,494,-0.024283,-0.0346728,High
2,0,671,494,0.0168873,-0.0346728,High
2,0,671,494,0.00168199,-0.0346728,High
2,0,671,494,-0.0330533,-0.0346728,High
1,0,671,494,-0.0194714,-0.0346728,High
1,1,671,494,0.0173532,-0.0346728,High
1,1,671,494,0.041888,0.00427019,High
2,0,671,494,0.0126035,-0.016482,High
2,0,671,494,-0.03166,-0.016482,High
1,0,671,494,-0.000650532,-0.016482,High
1,0,671,494,-0.0226725,-0.016482,High
1,1,671,494,-0.0190787,0.00488724,High
1,1,671,494,-0.0149832,0.00488724,High
1,0,671,494,-0.028941,-0.00508064,High
2,0,671,494,0.0145088,-0.00508064,High
1,0,671,494,-0.0229415,-0.00508064,High
1,1,671,494,0.0448465,-0.00508064,High
1,0,671,494,0.0208412,-0.0277001,High
2,1,671,494,-0.0209949,0.00940437,High
1,0,671,494,0.0272697,0.00940437,High
2,0,671,494,-0.0157666,-0.00409303,High
2,0,671,494,0.0757257,-0.00409303,High
2,1,671,494,-0.0128655,-0.00409303,High
2,0,671,494,-0.0281997,-0.0285054,High
1,1,671,494,0.0223415,-0.0285054,High
1,1,671,494,0.0136922,-0.0285054,High
1,1,671,494,-0.021904,-0.0285054,High
2,0,671,494,-0.0342457,-0.0285054,High
2,0,671,494,0.00226443,-0.0285054,High
1,1,671,494,-0.0179709,-0.0285054,High
2,0,671,494,0.0107897,-0.0285054,High
1,0,671,494,0.00326406,0.024892,High
2,0,671,494,-0.00176859,-0.0285919,High
2,0,671,494,0.0560388,-0.0285919,High
2,0,671,494,-0.0135923,-0.0285919,High
1,0,671,494,0.0227103,0.00476062,High
2,1,671,494,-0.0130999,0.0107203,High
1,1,671,494,-0.0176172,0.0107203,High
2,1,671,494,-0.00654281,-0.0351052,High
1,1,671,494,-0.00679169,-0.0351052,High
2,0,671,494,-0.00119062,-0.0351052,High
1,1,671,494,-0.0388923,-0.0351052,High
2,1,671,494,-0.00218283,-0.0351052,High
1,1,671,494,0.0413015,-0.0138914,High
1,1,671,494,0.0213644,-0.0176457,High
2,0,671,494,0.0395496,-0.0248524,High
1,1,671,494,-0.0446396,-0.0248524,High
1,1,671,494,0.0161154,-0.0435211,High
1,0,671,494,-0.00465321,-0.0435211,High
1,0,671,494,-0.01437,-0.0435211,High
2,0,671,494,0.00314723,-0.0435211,High
2,1,671,494,0.00533199,-0.00537301,High
2,0,671,494,-0.03209,-0.00537301,High
2,0,671,494,-0.012538,0.0160023,High
2,0,671,494,0.0105103,0.0150026,High
1,1,671,494,-0.0123377,0.0150026,High
1,1,671,494,-0.0129987,0.0150026,High
1,0,671,494,0.0113288,0.0290555,High
2,0,671,494,0.0775536,0.0290555,High
2,1,671,494,-0.0414546,0.0290555,High
1,0,671,494,-0.0014927,0.0290555,High
2,1,671,494,0.000327378,-0.00441283,High
2,1,671,494,-0.0260539,-0.00441283,High
2,0,671,494,-0.00177733,-0.00743591,High
1,1,671,494,-0.0132288,-0.00743591,High
1,0,671,494,0.0182503,-0.0255014,High
1,1,671,494,0.0123664,-0.00176468,High
2,0,671,494,0.0161081,-0.00176468,High
1,1,671,494,-0.000153505,-0.0221407,High
1,1,671,494,-0.0149622,-0.0221407,High
2,0,671,494,-0.0262649,-0.0221407,High
2,0,671,494,0.0249278,-0.0221407,High
1,1,671,494,0.0628082,-0.0221407,High
1,0,671,494,0.00123831,0.0256569,High
1,1,671,494,-0.0125899,0.0256569,High
1,1,671,494,-0.0129099,0.0256569,High
1,0,671,494,-0.0157246,-0.0144068,High
1,1,671,494,-0.00223139,-0.0144068,High
1,0,671,494,-0.0314082,0.000164651,High
2,0,671,494,0.0108374,0.000164651,High
1,1,671,494,0.0215104,0.000164651,High
2,1,671,494,0.023997,-0.00416511,High
1,1,671,494,-0.0194549,-0.00719734,High
2,1,671,494,-0.0023809,-0.00719734,High
1,1,671,494,-0.0327613,-0.00719734,High
1,0,671,494,-0.0131611,0.00804569,High
1,1,671,494,0.00344078,0.00804569,High
1,1,671,494,-0.0130308,0.00804569,High
1,0,671,494,0.0151281,-0.00452252,High
2,1,671,494,0.0120386,-0.00452252,High
2,1,671,494,-0.0287338,0.00542396,High
1,1,671,494,-0.0304363,0.00542396,High
1,1,671,494,0.00883565,0.00542396,High
1,1,671,494,0.00512565,-0.0445339,High
1,1,671,494,0.0122154,-0.0445339,High
2,0,671,494,-0.00509441,-0.0445339,High
2,1,671,494,-0.0030286,-0.0445339,High
1,0,671,494,-0.0148445,-0.0445339,High
2,0,671,494,-0.0138736,0.0297578,High
1,0,671,494,-0.0259081,-0.0247222,High
2,0,671,494,-0.00209731,-0.0247222,High
2,0,671,494,0.0460957,-0.0247222,High
1,1,671,494,-0.00878097,-0.038692,High
1,0,671,494,0.00155063,-0.038692,High
2,1,671,494,0.0192223,-0.0189787,High
2,0,671,494,0.0309423,-0.0189787,High
1,1,671,494,-0.016638,-0.0189787,High
2,0,671,494,0.00228221,0.000673285,High
1,1,671,494,-0.00957748,0.000673285,High
1,1,671,494,0.0184886,0.0229202,High
1,0,671,494,-0.0259523,0.0229202,High
1,1,671,494,-0.0119274,0.0229202,High
2,1,671,494,0.010962,0.0229202,High
2,1,671,494,0.02814,0.0229202,High
1,0,671,494,-0.0130341,0.0229202,High
2,0,671,494,-0.0193403,-0.0174209,High
2,1,671,494,-0.00800975,-0.0174209,High
1,1,671,494,0.0299821,-0.0174209,High
1,1,671,494,-0.0334111,-0.0100964,High
2,0,671,494,0.020844,-0.0100964,High
1,0,671,494,0.0208474,-0.0100964,High
2,1,671,494,-0.0117434,-0.0194769,High
1,0,671,494,0.00151237,-0.0194769,High
2,1,671,494,-0.00401308,-0.0194769,High
1,1,671,494,-0.00885111,-0.0241541,High
1,1,671,494,-0.0139712,-0.0185378,High
1,1,671,494,0.0109285,-0.0185378,High
2,1,671,494,0.037747,-0.0185378,High
2,0,671,494,0.0176482,-0.0170521,High
1,1,671,494,-0.0251947,-0.0170521,High
1,1,671,494,0.0203355,-0.0170521,High
1,1,671,494,0.00845233,-0.0116791,High
2,0,671,494,-0.0230859,-0.0116791,High
1,0,671,494,0.011263,-0.0116791,High
2,0,671,494,-0.0112238,-0.0187849,High
2,0,671,494,0.0108643,-0.0187849,High
1,0,671,494,-0.0224493,-0.0187849,High
2,0,671,494,-0.0120718,-0.00302333,High
1,1,671,494,-0.0183992,-0.00302333,High
2,0,671,494,-0.0187859,-0.0388923,High
2,1,671,494,-0.0232589,-0.0388923,High
1,0,671,494,-0.00986679,0.0628082,High
1,0,671,494,0.0363255,0.0628082,High
1,0,671,494,0.020271,0.0628082,High
1,1,671,494,-0.0183036,0.0113288,High
1,1,671,494,-0.02298,-0.0329637,High
1,1,671,494,-0.017804,-0.0329637,High
1,0,671,494,-0.0238126,-0.0329637,High
1,1,671,494,-0.0388396,-0.0329637,High
1,0,671,494,-0.0160879,-0.0329637,High
1,0,671,494,0.00152124,-0.0194912,High
1,1,671,494,0.0333449,0.0213644,High
1,0,671,494,0.0250036,-0.00599403,High
2,0,671,494,-0.0225582,-0.0132288,High
2,1,671,494,0.0345786,-0.0132288,High
1,0,671,494,0.0237522,-0.00679169,High
2,0,671,494,-0.00330006,-0.0125899,High
2,1,671,494,-0.0365612,-0.0125899,High
2,0,671,494,-0.0275054,0.0448064,High
1,0,671,494,0.0108097,0.0448064,High
1,0,671,494,0.000198,0.0448064,High
2,0,671,494,-0.00761417,0.00326406,High
1,1,671,494,-0.0153659,0.00326406,High
1,1,671,494,0.0322605,0.0245727,High
2,0,671,494,-0.015969,0.0245727,High
1,1,671,494,-0.0391458,0.0245727,High
1,1,671,494,0.00817767,-0.0210904,High
1,1,671,494,-0.00192179,-0.0210904,High
2,0,671,494,-0.00213011,-0.0210904,High
1,0,671,494,0.0158717,0.0136922,High
1,1,671,494,0.0107072,0.000648107,High
2,1,671,494,-0.0178538,0.000648107,High
1,0,671,494,0.0200254,0.0173532,High
1,1,671,494,-0.0206345,0.0173532,High
2,1,671,494,0.0255895,-0.00986658,High
1,1,671,494,-0.0156479,-0.00986658,High
2,0,671,494,0.0177147,-0.00603254,High
1,0,671,494,0.017396,-0.00603254,High
2,0,671,494,-0.0109932,-0.00603254,High
1,0,671,494,0.0102092,0.0203467,High
2,0,671,494,0.0180074,-0.00223139,High
2,0,671,494,-0.00149863,-0.00223139,High
2,0,671,494,-0.0129903,-0.013562,High
2,0,671,494,-0.0280114,0.0299821,High
2,0,671,494,-0.00644204,0.0420091,High
2,1,671,494,-0.0161712,0.0420091,High
2,0,671,494,-0.0327027,0.0420091,High
1,0,671,494,0.0119352,-0.0277279,High
2,1,671,494,0.00111864,-0.0277279,High
1,0,671,494,0.0243334,-0.0277279,High
2,0,671,494,-0.0136453,-0.024045,High
1,1,671,494,-0.0123061,-0.024045,High
2,0,671,494,-0.00708474,-0.0405078,High
1,0,671,494,0.00454254,0.0290182,High
2,0,671,494,-0.0128984,0.0290182,High
1,1,671,494,0.0116686,0.0290182,High
2,1,671,494,-0.0175685,-0.0248841,High
1,0,671,494,0.0143032,-0.0110349,High
